Alt Kategori,Yıl,Ay,Endeks,Ay_Num,Tarih
(Lokanta Ve Oteller),2012,Kasım,279.96,11,2012-11-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2012,Kasım,230.01,11,2012-11-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2012,Kasım,332.94,11,2012-11-01
(Düzeyi Belirlenemeyen Eğitim Programları),2012,Kasım,171.99,11,2012-11-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2012,Kasım,194.16,11,2012-11-01
(Ulaştırma),2012,Kasım,206.79,11,2012-11-01
(Telefon Ve Telefaks Hizmetleri),2012,Kasım,129.7,11,2012-11-01
(Tütün),2012,Kasım,345.76,11,2012-11-01
(Gıda),2012,Kasım,218.29,11,2012-11-01
(Ev İçi Tekstil),2012,Kasım,165.29,11,2012-11-01
(Eğlence Ve Kültür Hizmetleri),2012,Kasım,214.57,11,2012-11-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2012,Kasım,261.2,11,2012-11-01
(Sağlık),2012,Kasım,130.38,11,2012-11-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2012,Kasım,180.63,11,2012-11-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2012,Kasım,275.46,11,2012-11-01
(Ayakkabı),2012,Kasım,166.53,11,2012-11-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2012,Kasım,190.13,11,2012-11-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2012,Kasım,178.56,11,2012-11-01
(Alkollü İçecekler Ve Tütün),2012,Kasım,347.36,11,2012-11-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2012,Kasım,456.2,11,2012-11-01
(Kişisel Ulaştırma Araçlarının İşletimi),2012,Kasım,256.16,11,2012-11-01
(Araç Satın Alımı),2012,Kasım,130.25,11,2012-11-01
(Gerçek Kira),2012,Kasım,295.21,11,2012-11-01
(Posta Hizmetleri),2012,Kasım,262.27,11,2012-11-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2012,Kasım,256.49,11,2012-11-01
Ölçüm bazında,2012,Kasım,212.42,11,2012-11-01
(Yataklı Tedavi Hizmetleri),2012,Kasım,178.3,11,2012-11-01
"(Gazete, Kitap Ve Kırtasiye)",2012,Kasım,237.82,11,2012-11-01
(Gıda Ve Alkolsüz İçecekler),2012,Kasım,217.16,11,2012-11-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2012,Kasım,63.84,11,2012-11-01
(Üniversite Eğitimi),2012,Kasım,186.94,11,2012-11-01
(Eğitim),2012,Kasım,211.46,11,2012-11-01
(Ulaştırma Hizmetleri),2012,Kasım,248.13,11,2012-11-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2012,Kasım,207.41,11,2012-11-01
(Giyim),2012,Kasım,152.47,11,2012-11-01
(Ayakta Tedavi Hizmetleri),2012,Kasım,159.83,11,2012-11-01
(Haberleşme),2012,Kasım,119.49,11,2012-11-01
(Alkollü İçecekler),2012,Kasım,366.82,11,2012-11-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2012,Kasım,169.66,11,2012-11-01
(Giyim Ve Ayakkabı),2012,Kasım,156.25,11,2012-11-01
(Çeşitli Mal Ve Hizmetler),2012,Kasım,252.26,11,2012-11-01
(Konaklama Hizmetleri),2012,Kasım,251.99,11,2012-11-01
(Okul Öncesi Eğitim Ve İlköğretim),2012,Kasım,254.68,11,2012-11-01
(Yemek Hizmetleri),2012,Kasım,276.9,11,2012-11-01
(Sigorta),2012,Kasım,254.86,11,2012-11-01
(Eğlence Ve Kültür),2012,Kasım,157.0,11,2012-11-01
(Paket Turlar),2012,Kasım,243.46,11,2012-11-01
(Ev Bakım İçin Mal Ve Hizmetler),2012,Kasım,175.97,11,2012-11-01
(Kişisel Bakım),2012,Kasım,174.82,11,2012-11-01
(Orta Öğretim),2012,Kasım,239.13,11,2012-11-01
(Ev Aletleri),2012,Kasım,130.75,11,2012-11-01
(Sosyal Hizmetler),2012,Kasım,247.2,11,2012-11-01
(Ev Ve Bahçe Araç Gereçleri),2012,Kasım,203.93,11,2012-11-01
(Telefon Ve Telefaks Ekipmanı),2012,Kasım,50.42,11,2012-11-01
(Konutun Bakım Ve Onarımı),2012,Kasım,176.41,11,2012-11-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2012,Kasım,95.39,11,2012-11-01
(Alkolsüz İçecekler),2012,Kasım,198.92,11,2012-11-01
(Sosyal Hizmetler),2012,Aralık,247.48,12,2012-12-01
(Yataklı Tedavi Hizmetleri),2012,Aralık,178.48,12,2012-12-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2012,Aralık,275.82,12,2012-12-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2012,Aralık,179.29,12,2012-12-01
(Paket Turlar),2012,Aralık,243.14,12,2012-12-01
(Telefon Ve Telefaks Hizmetleri),2012,Aralık,131.13,12,2012-12-01
(Araç Satın Alımı),2012,Aralık,129.92,12,2012-12-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2012,Aralık,257.11,12,2012-12-01
(Kişisel Bakım),2012,Aralık,175.85,12,2012-12-01
(Gıda Ve Alkolsüz İçecekler),2012,Aralık,220.53,12,2012-12-01
(Ayakta Tedavi Hizmetleri),2012,Aralık,159.89,12,2012-12-01
(Ayakkabı),2012,Aralık,166.42,12,2012-12-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2012,Aralık,332.94,12,2012-12-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2012,Aralık,450.71,12,2012-12-01
(Gıda),2012,Aralık,221.92,12,2012-12-01
(Giyim Ve Ayakkabı),2012,Aralık,153.91,12,2012-12-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2012,Aralık,63.76,12,2012-12-01
(Haberleşme),2012,Aralık,120.96,12,2012-12-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2012,Aralık,95.39,12,2012-12-01
(Ev İçi Tekstil),2012,Aralık,165.45,12,2012-12-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2012,Aralık,190.37,12,2012-12-01
(Okul Öncesi Eğitim Ve İlköğretim),2012,Aralık,254.74,12,2012-12-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2012,Aralık,181.56,12,2012-12-01
(Alkollü İçecekler),2012,Aralık,367.21,12,2012-12-01
(Düzeyi Belirlenemeyen Eğitim Programları),2012,Aralık,172.13,12,2012-12-01
(Eğitim),2012,Aralık,211.5,12,2012-12-01
(Orta Öğretim),2012,Aralık,239.15,12,2012-12-01
(Posta Hizmetleri),2012,Aralık,262.27,12,2012-12-01
(Ev Ve Bahçe Araç Gereçleri),2012,Aralık,204.07,12,2012-12-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2012,Aralık,231.07,12,2012-12-01
(Ulaştırma Hizmetleri),2012,Aralık,248.11,12,2012-12-01
(Lokanta Ve Oteller),2012,Aralık,281.06,12,2012-12-01
(Ev Bakım İçin Mal Ve Hizmetler),2012,Aralık,176.74,12,2012-12-01
(Alkollü İçecekler Ve Tütün),2012,Aralık,347.38,12,2012-12-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2012,Aralık,207.98,12,2012-12-01
"(Gazete, Kitap Ve Kırtasiye)",2012,Aralık,233.27,12,2012-12-01
(Yemek Hizmetleri),2012,Aralık,278.04,12,2012-12-01
(Tütün),2012,Aralık,345.76,12,2012-12-01
(Alkolsüz İçecekler),2012,Aralık,199.37,12,2012-12-01
(Giyim),2012,Aralık,149.51,12,2012-12-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2012,Aralık,261.24,12,2012-12-01
Ölçüm bazında,2012,Aralık,213.23,12,2012-12-01
(Ulaştırma),2012,Aralık,206.24,12,2012-12-01
(Konutun Bakım Ve Onarımı),2012,Aralık,177.1,12,2012-12-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2012,Aralık,194.18,12,2012-12-01
(Kişisel Ulaştırma Araçlarının İşletimi),2012,Aralık,255.03,12,2012-12-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2012,Aralık,170.02,12,2012-12-01
(Telefon Ve Telefaks Ekipmanı),2012,Aralık,51.71,12,2012-12-01
(Konaklama Hizmetleri),2012,Aralık,252.45,12,2012-12-01
(Çeşitli Mal Ve Hizmetler),2012,Aralık,252.51,12,2012-12-01
(Sigorta),2012,Aralık,260.6,12,2012-12-01
(Üniversite Eğitimi),2012,Aralık,186.94,12,2012-12-01
(Eğlence Ve Kültür),2012,Aralık,156.73,12,2012-12-01
(Sağlık),2012,Aralık,130.43,12,2012-12-01
(Gerçek Kira),2012,Aralık,296.29,12,2012-12-01
(Eğlence Ve Kültür Hizmetleri),2012,Aralık,216.34,12,2012-12-01
(Ev Aletleri),2012,Aralık,130.82,12,2012-12-01
(Alkollü İçecekler Ve Tütün),2013,Ocak,396.91,1,2013-01-01
Ölçüm bazında,2013,Ocak,216.74,1,2013-01-01
(Gıda),2013,Ocak,231.4,1,2013-01-01
(Sosyal Hizmetler),2013,Ocak,248.16,1,2013-01-01
(Gıda Ve Alkolsüz İçecekler),2013,Ocak,229.35,1,2013-01-01
(Eğlence Ve Kültür Hizmetleri),2013,Ocak,218.73,1,2013-01-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2013,Ocak,292.3,1,2013-01-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Ocak,258.91,1,2013-01-01
(Sigorta),2013,Ocak,268.25,1,2013-01-01
(Araç Satın Alımı),2013,Ocak,130.62,1,2013-01-01
(Posta Hizmetleri),2013,Ocak,296.32,1,2013-01-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2013,Ocak,332.94,1,2013-01-01
(Gerçek Kira),2013,Ocak,297.54,1,2013-01-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2013,Ocak,443.45,1,2013-01-01
(Orta Öğretim),2013,Ocak,239.62,1,2013-01-01
(Ev İçi Tekstil),2013,Ocak,166.16,1,2013-01-01
(Okul Öncesi Eğitim Ve İlköğretim),2013,Ocak,254.64,1,2013-01-01
(Lokanta Ve Oteller),2013,Ocak,283.73,1,2013-01-01
(Haberleşme),2013,Ocak,120.93,1,2013-01-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2013,Ocak,231.86,1,2013-01-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2013,Ocak,179.48,1,2013-01-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Ocak,275.68,1,2013-01-01
(Yataklı Tedavi Hizmetleri),2013,Ocak,178.43,1,2013-01-01
(Eğlence Ve Kültür),2013,Ocak,157.1,1,2013-01-01
(Tütün),2013,Ocak,398.1,1,2013-01-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2013,Ocak,95.5,1,2013-01-01
(Düzeyi Belirlenemeyen Eğitim Programları),2013,Ocak,172.25,1,2013-01-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2013,Ocak,194.07,1,2013-01-01
(Alkolsüz İçecekler),2013,Ocak,200.48,1,2013-01-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2013,Ocak,171.86,1,2013-01-01
(Ulaştırma Hizmetleri),2013,Ocak,250.25,1,2013-01-01
(Üniversite Eğitimi),2013,Ocak,186.94,1,2013-01-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2013,Ocak,194.83,1,2013-01-01
(Alkollü İçecekler),2013,Ocak,374.94,1,2013-01-01
(Ayakta Tedavi Hizmetleri),2013,Ocak,161.36,1,2013-01-01
(Ayakkabı),2013,Ocak,156.63,1,2013-01-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2013,Ocak,62.95,1,2013-01-01
(Telefon Ve Telefaks Hizmetleri),2013,Ocak,131.29,1,2013-01-01
(Kişisel Ulaştırma Araçlarının İşletimi),2013,Ocak,255.57,1,2013-01-01
(Ulaştırma),2013,Ocak,207.28,1,2013-01-01
(Ev Aletleri),2013,Ocak,132.67,1,2013-01-01
(Telefon Ve Telefaks Ekipmanı),2013,Ocak,50.97,1,2013-01-01
(Paket Turlar),2013,Ocak,242.71,1,2013-01-01
(Kişisel Bakım),2013,Ocak,176.82,1,2013-01-01
(Giyim),2013,Ocak,138.63,1,2013-01-01
(Giyim Ve Ayakkabı),2013,Ocak,143.22,1,2013-01-01
(Çeşitli Mal Ve Hizmetler),2013,Ocak,256.83,1,2013-01-01
(Ev Bakım İçin Mal Ve Hizmetler),2013,Ocak,177.51,1,2013-01-01
(Konutun Bakım Ve Onarımı),2013,Ocak,177.94,1,2013-01-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2013,Ocak,182.88,1,2013-01-01
(Eğitim),2013,Ocak,211.72,1,2013-01-01
(Konaklama Hizmetleri),2013,Ocak,256.91,1,2013-01-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2013,Ocak,216.98,1,2013-01-01
"(Gazete, Kitap Ve Kırtasiye)",2013,Ocak,236.64,1,2013-01-01
(Ev Ve Bahçe Araç Gereçleri),2013,Ocak,203.4,1,2013-01-01
(Yemek Hizmetleri),2013,Ocak,280.44,1,2013-01-01
(Sağlık),2013,Ocak,131.08,1,2013-01-01
(Paket Turlar),2013,Şubat,242.06,2,2013-02-01
(Ev İçi Tekstil),2013,Şubat,166.08,2,2013-02-01
(Ev Aletleri),2013,Şubat,134.11,2,2013-02-01
(Ayakta Tedavi Hizmetleri),2013,Şubat,162.52,2,2013-02-01
(Okul Öncesi Eğitim Ve İlköğretim),2013,Şubat,254.73,2,2013-02-01
(Orta Öğretim),2013,Şubat,240.7,2,2013-02-01
(Eğitim),2013,Şubat,212.43,2,2013-02-01
(Telefon Ve Telefaks Hizmetleri),2013,Şubat,131.6,2,2013-02-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2013,Şubat,95.46,2,2013-02-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2013,Şubat,196.32,2,2013-02-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2013,Şubat,436.44,2,2013-02-01
(Ev Ve Bahçe Araç Gereçleri),2013,Şubat,204.46,2,2013-02-01
(Sosyal Hizmetler),2013,Şubat,249.37,2,2013-02-01
(Ulaştırma),2013,Şubat,210.65,2,2013-02-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Şubat,259.55,2,2013-02-01
(Gıda Ve Alkolsüz İçecekler),2013,Şubat,231.38,2,2013-02-01
(Sigorta),2013,Şubat,270.89,2,2013-02-01
(Kişisel Ulaştırma Araçlarının İşletimi),2013,Şubat,259.47,2,2013-02-01
(Ayakkabı),2013,Şubat,145.67,2,2013-02-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2013,Şubat,332.94,2,2013-02-01
(Gıda),2013,Şubat,233.57,2,2013-02-01
(Haberleşme),2013,Şubat,121.15,2,2013-02-01
(Giyim),2013,Şubat,130.09,2,2013-02-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2013,Şubat,292.61,2,2013-02-01
(Giyim Ve Ayakkabı),2013,Şubat,134.11,2,2013-02-01
Ölçüm bazında,2013,Şubat,217.39,2,2013-02-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2013,Şubat,197.47,2,2013-02-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2013,Şubat,232.66,2,2013-02-01
(Tütün),2013,Şubat,401.55,2,2013-02-01
(Ev Bakım İçin Mal Ve Hizmetler),2013,Şubat,178.53,2,2013-02-01
(Alkolsüz İçecekler),2013,Şubat,200.96,2,2013-02-01
(Alkollü İçecekler),2013,Şubat,375.72,2,2013-02-01
(Ulaştırma Hizmetleri),2013,Şubat,251.58,2,2013-02-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2013,Şubat,183.65,2,2013-02-01
(Alkollü İçecekler Ve Tütün),2013,Şubat,400.2,2,2013-02-01
(Gerçek Kira),2013,Şubat,298.62,2,2013-02-01
(Posta Hizmetleri),2013,Şubat,296.32,2,2013-02-01
(Eğlence Ve Kültür Hizmetleri),2013,Şubat,217.14,2,2013-02-01
(Sağlık),2013,Şubat,131.64,2,2013-02-01
(Üniversite Eğitimi),2013,Şubat,186.94,2,2013-02-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2013,Şubat,173.6,2,2013-02-01
(Düzeyi Belirlenemeyen Eğitim Programları),2013,Şubat,173.16,2,2013-02-01
(Telefon Ve Telefaks Ekipmanı),2013,Şubat,50.82,2,2013-02-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2013,Şubat,180.65,2,2013-02-01
(Lokanta Ve Oteller),2013,Şubat,285.13,2,2013-02-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Şubat,275.36,2,2013-02-01
(Yataklı Tedavi Hizmetleri),2013,Şubat,179.59,2,2013-02-01
"(Gazete, Kitap Ve Kırtasiye)",2013,Şubat,232.95,2,2013-02-01
(Yemek Hizmetleri),2013,Şubat,281.86,2,2013-02-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2013,Şubat,218.74,2,2013-02-01
(Konaklama Hizmetleri),2013,Şubat,257.93,2,2013-02-01
(Eğlence Ve Kültür),2013,Şubat,156.11,2,2013-02-01
(Araç Satın Alımı),2013,Şubat,133.56,2,2013-02-01
(Kişisel Bakım),2013,Şubat,177.44,2,2013-02-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2013,Şubat,62.61,2,2013-02-01
(Çeşitli Mal Ve Hizmetler),2013,Şubat,256.38,2,2013-02-01
(Konutun Bakım Ve Onarımı),2013,Şubat,179.53,2,2013-02-01
(Giyim),2013,Mart,130.55,3,2013-03-01
(Ev Bakım İçin Mal Ve Hizmetler),2013,Mart,178.47,3,2013-03-01
(Alkollü İçecekler),2013,Mart,375.48,3,2013-03-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2013,Mart,219.67,3,2013-03-01
(Ev Ve Bahçe Araç Gereçleri),2013,Mart,205.1,3,2013-03-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2013,Mart,293.73,3,2013-03-01
(Paket Turlar),2013,Mart,241.68,3,2013-03-01
(Üniversite Eğitimi),2013,Mart,186.94,3,2013-03-01
Ölçüm bazında,2013,Mart,218.83,3,2013-03-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Mart,275.1,3,2013-03-01
(Konutun Bakım Ve Onarımı),2013,Mart,180.99,3,2013-03-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2013,Mart,197.61,3,2013-03-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2013,Mart,173.76,3,2013-03-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2013,Mart,181.6,3,2013-03-01
(Ev İçi Tekstil),2013,Mart,166.29,3,2013-03-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Mart,260.14,3,2013-03-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2013,Mart,197.6,3,2013-03-01
"(Gazete, Kitap Ve Kırtasiye)",2013,Mart,234.26,3,2013-03-01
(Giyim Ve Ayakkabı),2013,Mart,135.26,3,2013-03-01
(Ayakkabı),2013,Mart,149.24,3,2013-03-01
(Lokanta Ve Oteller),2013,Mart,286.89,3,2013-03-01
(Gerçek Kira),2013,Mart,299.99,3,2013-03-01
(Ev Aletleri),2013,Mart,134.24,3,2013-03-01
(Tütün),2013,Mart,401.55,3,2013-03-01
(Düzeyi Belirlenemeyen Eğitim Programları),2013,Mart,173.34,3,2013-03-01
(Ayakta Tedavi Hizmetleri),2013,Mart,163.88,3,2013-03-01
(Alkollü İçecekler Ve Tütün),2013,Mart,400.18,3,2013-03-01
(Telefon Ve Telefaks Hizmetleri),2013,Mart,131.63,3,2013-03-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2013,Mart,434.37,3,2013-03-01
(Telefon Ve Telefaks Ekipmanı),2013,Mart,50.81,3,2013-03-01
(Posta Hizmetleri),2013,Mart,296.32,3,2013-03-01
(Kişisel Bakım),2013,Mart,178.46,3,2013-03-01
(Haberleşme),2013,Mart,121.17,3,2013-03-01
(Eğlence Ve Kültür),2013,Mart,156.62,3,2013-03-01
(Okul Öncesi Eğitim Ve İlköğretim),2013,Mart,253.28,3,2013-03-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2013,Mart,184.64,3,2013-03-01
(Ulaştırma Hizmetleri),2013,Mart,252.77,3,2013-03-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2013,Mart,233.32,3,2013-03-01
(Kişisel Ulaştırma Araçlarının İşletimi),2013,Mart,257.51,3,2013-03-01
(Çeşitli Mal Ve Hizmetler),2013,Mart,257.12,3,2013-03-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2013,Mart,62.62,3,2013-03-01
(Sigorta),2013,Mart,274.69,3,2013-03-01
(Araç Satın Alımı),2013,Mart,133.85,3,2013-03-01
(Orta Öğretim),2013,Mart,242.26,3,2013-03-01
(Yemek Hizmetleri),2013,Mart,283.7,3,2013-03-01
(Alkolsüz İçecekler),2013,Mart,202.03,3,2013-03-01
(Sağlık),2013,Mart,132.27,3,2013-03-01
(Gıda),2013,Mart,238.59,3,2013-03-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2013,Mart,95.44,3,2013-03-01
(Gıda Ve Alkolsüz İçecekler),2013,Mart,236.09,3,2013-03-01
(Ulaştırma),2013,Mart,210.55,3,2013-03-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2013,Mart,332.94,3,2013-03-01
(Eğlence Ve Kültür Hizmetleri),2013,Mart,218.8,3,2013-03-01
(Konaklama Hizmetleri),2013,Mart,258.58,3,2013-03-01
(Sosyal Hizmetler),2013,Mart,250.56,3,2013-03-01
(Yataklı Tedavi Hizmetleri),2013,Mart,180.42,3,2013-03-01
(Eğitim),2013,Mart,212.62,3,2013-03-01
(Gıda),2013,Nisan,235.25,4,2013-04-01
(Alkolsüz İçecekler),2013,Nisan,202.05,4,2013-04-01
(Gıda Ve Alkolsüz İçecekler),2013,Nisan,233.02,4,2013-04-01
(Alkollü İçecekler),2013,Nisan,375.14,4,2013-04-01
(Tütün),2013,Nisan,401.55,4,2013-04-01
(Alkollü İçecekler Ve Tütün),2013,Nisan,400.16,4,2013-04-01
(Sağlık),2013,Nisan,132.7,4,2013-04-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2013,Nisan,61.63,4,2013-04-01
(Ev İçi Tekstil),2013,Nisan,167.15,4,2013-04-01
(Eğlence Ve Kültür Hizmetleri),2013,Nisan,219.76,4,2013-04-01
(Konutun Bakım Ve Onarımı),2013,Nisan,181.51,4,2013-04-01
(Ev Ve Bahçe Araç Gereçleri),2013,Nisan,206.07,4,2013-04-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2013,Nisan,235.9,4,2013-04-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2013,Nisan,220.62,4,2013-04-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2013,Nisan,182.61,4,2013-04-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2013,Nisan,185.24,4,2013-04-01
(Yataklı Tedavi Hizmetleri),2013,Nisan,180.6,4,2013-04-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Nisan,274.63,4,2013-04-01
(Gerçek Kira),2013,Nisan,301.5,4,2013-04-01
(Ev Bakım İçin Mal Ve Hizmetler),2013,Nisan,178.31,4,2013-04-01
(Telefon Ve Telefaks Hizmetleri),2013,Nisan,132.03,4,2013-04-01
(Ulaştırma),2013,Nisan,209.22,4,2013-04-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2013,Nisan,174.53,4,2013-04-01
(Telefon Ve Telefaks Ekipmanı),2013,Nisan,50.21,4,2013-04-01
(Araç Satın Alımı),2013,Nisan,134.0,4,2013-04-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2013,Nisan,199.71,4,2013-04-01
(Ev Aletleri),2013,Nisan,134.51,4,2013-04-01
(Posta Hizmetleri),2013,Nisan,296.32,4,2013-04-01
(Haberleşme),2013,Nisan,121.36,4,2013-04-01
(Ulaştırma Hizmetleri),2013,Nisan,253.95,4,2013-04-01
(Eğlence Ve Kültür),2013,Nisan,157.73,4,2013-04-01
"(Gazete, Kitap Ve Kırtasiye)",2013,Nisan,241.18,4,2013-04-01
(Ayakta Tedavi Hizmetleri),2013,Nisan,164.95,4,2013-04-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2013,Nisan,293.77,4,2013-04-01
(Lokanta Ve Oteller),2013,Nisan,289.15,4,2013-04-01
(Giyim Ve Ayakkabı),2013,Nisan,152.5,4,2013-04-01
(Yemek Hizmetleri),2013,Nisan,286.03,4,2013-04-01
(Konaklama Hizmetleri),2013,Nisan,259.89,4,2013-04-01
(Düzeyi Belirlenemeyen Eğitim Programları),2013,Nisan,173.0,4,2013-04-01
(Giyim),2013,Nisan,148.12,4,2013-04-01
(Çeşitli Mal Ve Hizmetler),2013,Nisan,254.84,4,2013-04-01
(Üniversite Eğitimi),2013,Nisan,186.94,4,2013-04-01
(Kişisel Bakım),2013,Nisan,179.21,4,2013-04-01
Ölçüm bazında,2013,Nisan,219.75,4,2013-04-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2013,Nisan,199.74,4,2013-04-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2013,Nisan,415.33,4,2013-04-01
(Kişisel Ulaştırma Araçlarının İşletimi),2013,Nisan,251.29,4,2013-04-01
(Orta Öğretim),2013,Nisan,243.95,4,2013-04-01
(Paket Turlar),2013,Nisan,246.94,4,2013-04-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2013,Nisan,95.4,4,2013-04-01
(Eğitim),2013,Nisan,213.91,4,2013-04-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2013,Nisan,332.94,4,2013-04-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2013,Nisan,260.56,4,2013-04-01
(Ayakkabı),2013,Nisan,164.96,4,2013-04-01
(Sigorta),2013,Nisan,275.35,4,2013-04-01
(Okul Öncesi Eğitim Ve İlköğretim),2013,Nisan,255.21,4,2013-04-01
