Alt Kategori,Yıl,Ay,Endeks,Ay_Num,Tarih
(Paket Turlar),2010,Nisan,193.88,4,2010-04-01
(Ev Bakım İçin Mal Ve Hizmetler),2010,Nisan,139.0,4,2010-04-01
(Eğlence Ve Kültür Hizmetleri),2010,Nisan,183.5,4,2010-04-01
(Eğitim),2010,Nisan,182.43,4,2010-04-01
(Lokanta Ve Oteller),2010,Nisan,226.23,4,2010-04-01
(Ev Ve Bahçe Araç Gereçleri),2010,Nisan,168.14,4,2010-04-01
"(Gazete, Kitap Ve Kırtasiye)",2010,Nisan,204.68,4,2010-04-01
(Sağlık),2010,Nisan,127.94,4,2010-04-01
(Yemek Hizmetleri),2010,Nisan,222.78,4,2010-04-01
(Gıda),2010,Mayıs,182.72,5,2010-05-01
(Paket Turlar),2010,Mayıs,194.25,5,2010-05-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2010,Mayıs,206.77,5,2010-05-01
(Sigorta),2010,Mayıs,173.38,5,2010-05-01
(Eğitim),2010,Mayıs,183.53,5,2010-05-01
(Alkolsüz İçecekler),2010,Mayıs,165.68,5,2010-05-01
(Yataklı Tedavi Hizmetleri),2010,Mayıs,172.91,5,2010-05-01
(Haberleşme),2010,Mayıs,111.39,5,2010-05-01
(Eğlence Ve Kültür),2010,Mayıs,146.12,5,2010-05-01
(Ulaştırma),2010,Mayıs,170.82,5,2010-05-01
(Ayakkabı),2010,Mayıs,141.95,5,2010-05-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2010,Mayıs,254.19,5,2010-05-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2010,Mayıs,141.36,5,2010-05-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2010,Mayıs,158.88,5,2010-05-01
(Çeşitli Mal Ve Hizmetler),2010,Mayıs,193.82,5,2010-05-01
(Okul Öncesi Eğitim Ve İlköğretim),2010,Mayıs,209.16,5,2010-05-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2010,Mayıs,76.69,5,2010-05-01
(Ev Aletleri),2010,Mayıs,118.04,5,2010-05-01
(Posta Hizmetleri),2010,Mayıs,207.65,5,2010-05-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2010,Mayıs,143.73,5,2010-05-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2010,Mayıs,155.5,5,2010-05-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2010,Mayıs,180.24,5,2010-05-01
(Telefon Ve Telefaks Ekipmanı),2010,Mayıs,46.71,5,2010-05-01
(Ayakta Tedavi Hizmetleri),2010,Mayıs,154.82,5,2010-05-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2010,Mayıs,292.98,5,2010-05-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2010,Mayıs,182.25,5,2010-05-01
(Konutun Bakım Ve Onarımı),2010,Mayıs,152.94,5,2010-05-01
(Sağlık),2010,Mayıs,127.91,5,2010-05-01
(Gıda Ve Alkolsüz İçecekler),2010,Mayıs,181.66,5,2010-05-01
(Ev İçi Tekstil),2010,Mayıs,131.49,5,2010-05-01
(Sosyal Hizmetler),2010,Mayıs,204.68,5,2010-05-01
(Ulaştırma Hizmetleri),2010,Mayıs,202.03,5,2010-05-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2010,Mayıs,217.7,5,2010-05-01
"(Gazete, Kitap Ve Kırtasiye)",2010,Mayıs,205.92,5,2010-05-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2010,Mayıs,200.98,5,2010-05-01
(Telefon Ve Telefaks Hizmetleri),2010,Mayıs,121.09,5,2010-05-01
(Kişisel Bakım),2010,Mayıs,143.6,5,2010-05-01
(Gerçek Kira),2010,Mayıs,261.8,5,2010-05-01
(Eğlence Ve Kültür Hizmetleri),2010,Mayıs,180.51,5,2010-05-01
(Araç Satın Alımı),2010,Mayıs,116.2,5,2010-05-01
(Ev Ve Bahçe Araç Gereçleri),2010,Mayıs,168.62,5,2010-05-01
(Giyim Ve Ayakkabı),2010,Mayıs,135.45,5,2010-05-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2010,Mayıs,162.38,5,2010-05-01
(Lokanta Ve Oteller),2010,Mayıs,228.27,5,2010-05-01
(Üniversite Eğitimi),2010,Mayıs,190.83,5,2010-05-01
(Alkollü İçecekler Ve Tütün),2010,Mayıs,294.84,5,2010-05-01
(Alkollü İçecekler),2010,Mayıs,228.66,5,2010-05-01
(Giyim),2010,Mayıs,132.78,5,2010-05-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2010,Mayıs,95.55,5,2010-05-01
(Konaklama Hizmetleri),2010,Mayıs,214.46,5,2010-05-01
(Kişisel Ulaştırma Araçlarının İşletimi),2010,Mayıs,197.17,5,2010-05-01
(Tütün),2010,Mayıs,298.32,5,2010-05-01
Ölçüm bazında,2010,Mayıs,178.04,5,2010-05-01
(Orta Öğretim),2010,Mayıs,197.54,5,2010-05-01
(Düzeyi Belirlenemeyen Eğitim Programları),2010,Mayıs,155.35,5,2010-05-01
(Ev Bakım İçin Mal Ve Hizmetler),2010,Mayıs,139.02,5,2010-05-01
(Yemek Hizmetleri),2010,Mayıs,224.87,5,2010-05-01
(Yemek Hizmetleri),2010,Haziran,225.36,6,2010-06-01
(Giyim Ve Ayakkabı),2010,Haziran,135.93,6,2010-06-01
(Paket Turlar),2010,Haziran,186.83,6,2010-06-01
(Posta Hizmetleri),2010,Haziran,207.65,6,2010-06-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2010,Haziran,183.3,6,2010-06-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2010,Haziran,163.97,6,2010-06-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2010,Haziran,143.8,6,2010-06-01
(Ayakta Tedavi Hizmetleri),2010,Haziran,154.82,6,2010-06-01
(Orta Öğretim),2010,Haziran,200.99,6,2010-06-01
(Giyim),2010,Haziran,133.73,6,2010-06-01
(Alkolsüz İçecekler),2010,Haziran,166.73,6,2010-06-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2010,Haziran,207.72,6,2010-06-01
(Eğlence Ve Kültür),2010,Haziran,145.98,6,2010-06-01
(Telefon Ve Telefaks Hizmetleri),2010,Haziran,122.14,6,2010-06-01
(Gıda Ve Alkolsüz İçecekler),2010,Haziran,177.08,6,2010-06-01
(Sigorta),2010,Haziran,172.95,6,2010-06-01
(Ev Bakım İçin Mal Ve Hizmetler),2010,Haziran,138.49,6,2010-06-01
(Gerçek Kira),2010,Haziran,262.28,6,2010-06-01
(Haberleşme),2010,Haziran,112.17,6,2010-06-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2010,Haziran,141.89,6,2010-06-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2010,Haziran,95.56,6,2010-06-01
"(Gazete, Kitap Ve Kırtasiye)",2010,Haziran,209.16,6,2010-06-01
(Üniversite Eğitimi),2010,Haziran,190.83,6,2010-06-01
(Alkollü İçecekler Ve Tütün),2010,Haziran,294.82,6,2010-06-01
(Ulaştırma Hizmetleri),2010,Haziran,203.17,6,2010-06-01
(Ulaştırma),2010,Haziran,170.11,6,2010-06-01
(Yataklı Tedavi Hizmetleri),2010,Haziran,173.01,6,2010-06-01
(Lokanta Ve Oteller),2010,Haziran,228.73,6,2010-06-01
(Çeşitli Mal Ve Hizmetler),2010,Haziran,193.33,6,2010-06-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2010,Haziran,217.7,6,2010-06-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2010,Haziran,233.59,6,2010-06-01
(Alkollü İçecekler),2010,Haziran,228.15,6,2010-06-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2010,Haziran,201.54,6,2010-06-01
(Sosyal Hizmetler),2010,Haziran,205.44,6,2010-06-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2010,Haziran,76.18,6,2010-06-01
(Konaklama Hizmetleri),2010,Haziran,214.52,6,2010-06-01
(Araç Satın Alımı),2010,Haziran,115.53,6,2010-06-01
Ölçüm bazında,2010,Haziran,177.04,6,2010-06-01
(Tütün),2010,Haziran,298.32,6,2010-06-01
(Ev İçi Tekstil),2010,Haziran,132.72,6,2010-06-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2010,Haziran,183.05,6,2010-06-01
(Telefon Ve Telefaks Ekipmanı),2010,Haziran,46.35,6,2010-06-01
(Eğlence Ve Kültür Hizmetleri),2010,Haziran,180.48,6,2010-06-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2010,Haziran,159.55,6,2010-06-01
(Kişisel Bakım),2010,Haziran,142.37,6,2010-06-01
(Konutun Bakım Ve Onarımı),2010,Haziran,153.2,6,2010-06-01
(Ev Aletleri),2010,Haziran,119.01,6,2010-06-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2010,Haziran,305.16,6,2010-06-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2010,Haziran,156.05,6,2010-06-01
(Okul Öncesi Eğitim Ve İlköğretim),2010,Haziran,213.96,6,2010-06-01
(Sağlık),2010,Haziran,127.92,6,2010-06-01
(Eğitim),2010,Haziran,185.44,6,2010-06-01
(Ayakkabı),2010,Haziran,140.64,6,2010-06-01
(Ev Ve Bahçe Araç Gereçleri),2010,Haziran,169.63,6,2010-06-01
(Kişisel Ulaştırma Araçlarının İşletimi),2010,Haziran,195.23,6,2010-06-01
(Düzeyi Belirlenemeyen Eğitim Programları),2010,Haziran,153.62,6,2010-06-01
(Gıda),2010,Haziran,177.71,6,2010-06-01
(Ayakkabı),2010,Temmuz,133.03,7,2010-07-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2010,Temmuz,293.76,7,2010-07-01
(Telefon Ve Telefaks Hizmetleri),2010,Temmuz,122.14,7,2010-07-01
(Ulaştırma Hizmetleri),2010,Temmuz,205.54,7,2010-07-01
(Eğlence Ve Kültür),2010,Temmuz,145.4,7,2010-07-01
(Gıda),2010,Temmuz,176.19,7,2010-07-01
(Giyim Ve Ayakkabı),2010,Temmuz,128.87,7,2010-07-01
(Ev İçi Tekstil),2010,Temmuz,133.85,7,2010-07-01
(Gerçek Kira),2010,Temmuz,263.42,7,2010-07-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2010,Temmuz,217.7,7,2010-07-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2010,Temmuz,212.98,7,2010-07-01
(Ayakta Tedavi Hizmetleri),2010,Temmuz,154.89,7,2010-07-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2010,Temmuz,208.3,7,2010-07-01
(Alkolsüz İçecekler),2010,Temmuz,168.24,7,2010-07-01
Ölçüm bazında,2010,Temmuz,176.19,7,2010-07-01
(Araç Satın Alımı),2010,Temmuz,115.86,7,2010-07-01
(Kişisel Ulaştırma Araçlarının İşletimi),2010,Temmuz,195.62,7,2010-07-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2010,Temmuz,183.44,7,2010-07-01
(Ev Aletleri),2010,Temmuz,119.05,7,2010-07-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2010,Temmuz,183.78,7,2010-07-01
(Okul Öncesi Eğitim Ve İlköğretim),2010,Temmuz,216.68,7,2010-07-01
(Çeşitli Mal Ve Hizmetler),2010,Temmuz,189.45,7,2010-07-01
(Orta Öğretim),2010,Temmuz,202.91,7,2010-07-01
(Kişisel Bakım),2010,Temmuz,142.34,7,2010-07-01
(Konaklama Hizmetleri),2010,Temmuz,215.6,7,2010-07-01
(Lokanta Ve Oteller),2010,Temmuz,229.51,7,2010-07-01
"(Gazete, Kitap Ve Kırtasiye)",2010,Temmuz,209.15,7,2010-07-01
(Telefon Ve Telefaks Ekipmanı),2010,Temmuz,45.79,7,2010-07-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2010,Temmuz,142.77,7,2010-07-01
(Yataklı Tedavi Hizmetleri),2010,Temmuz,173.08,7,2010-07-01
(Posta Hizmetleri),2010,Temmuz,218.24,7,2010-07-01
(Alkollü İçecekler Ve Tütün),2010,Temmuz,294.85,7,2010-07-01
(Eğitim),2010,Temmuz,187.08,7,2010-07-01
(Tütün),2010,Temmuz,298.32,7,2010-07-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2010,Temmuz,74.67,7,2010-07-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2010,Temmuz,202.11,7,2010-07-01
(Giyim),2010,Temmuz,126.87,7,2010-07-01
(Eğlence Ve Kültür Hizmetleri),2010,Temmuz,180.77,7,2010-07-01
(Konutun Bakım Ve Onarımı),2010,Temmuz,153.34,7,2010-07-01
(Gıda Ve Alkolsüz İçecekler),2010,Temmuz,175.78,7,2010-07-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2010,Temmuz,96.13,7,2010-07-01
(Haberleşme),2010,Temmuz,112.05,7,2010-07-01
(Ev Ve Bahçe Araç Gereçleri),2010,Temmuz,170.55,7,2010-07-01
(Sosyal Hizmetler),2010,Temmuz,205.6,7,2010-07-01
(Ev Bakım İçin Mal Ve Hizmetler),2010,Temmuz,138.11,7,2010-07-01
(Üniversite Eğitimi),2010,Temmuz,190.83,7,2010-07-01
(Ulaştırma),2010,Temmuz,170.95,7,2010-07-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2010,Temmuz,143.87,7,2010-07-01
(Sağlık),2010,Temmuz,128.25,7,2010-07-01
(Sigorta),2010,Temmuz,176.84,7,2010-07-01
(Düzeyi Belirlenemeyen Eğitim Programları),2010,Temmuz,153.65,7,2010-07-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2010,Temmuz,160.55,7,2010-07-01
(Paket Turlar),2010,Temmuz,193.02,7,2010-07-01
(Alkollü İçecekler),2010,Temmuz,228.7,7,2010-07-01
(Yemek Hizmetleri),2010,Temmuz,226.09,7,2010-07-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2010,Temmuz,158.89,7,2010-07-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2010,Temmuz,166.31,7,2010-07-01
(Eğlence Ve Kültür),2010,Ağustos,145.55,8,2010-08-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2010,Ağustos,158.98,8,2010-08-01
(Sosyal Hizmetler),2010,Ağustos,205.89,8,2010-08-01
(Posta Hizmetleri),2010,Ağustos,218.24,8,2010-08-01
(Telefon Ve Telefaks Hizmetleri),2010,Ağustos,120.78,8,2010-08-01
(Düzeyi Belirlenemeyen Eğitim Programları),2010,Ağustos,153.31,8,2010-08-01
(Alkollü İçecekler),2010,Ağustos,229.01,8,2010-08-01
(Yataklı Tedavi Hizmetleri),2010,Ağustos,173.14,8,2010-08-01
(Tütün),2010,Ağustos,298.32,8,2010-08-01
(Konaklama Hizmetleri),2010,Ağustos,215.56,8,2010-08-01
(Ev İçi Tekstil),2010,Ağustos,134.06,8,2010-08-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2010,Ağustos,202.24,8,2010-08-01
(Eğitim),2010,Ağustos,187.34,8,2010-08-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2010,Ağustos,142.74,8,2010-08-01
(Paket Turlar),2010,Ağustos,190.42,8,2010-08-01
(Ev Aletleri),2010,Ağustos,119.06,8,2010-08-01
(Üniversite Eğitimi),2010,Ağustos,190.83,8,2010-08-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2010,Ağustos,230.6,8,2010-08-01
(Telefon Ve Telefaks Ekipmanı),2010,Ağustos,45.99,8,2010-08-01
(Sigorta),2010,Ağustos,176.06,8,2010-08-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2010,Ağustos,94.31,8,2010-08-01
(Lokanta Ve Oteller),2010,Ağustos,230.58,8,2010-08-01
(Ayakta Tedavi Hizmetleri),2010,Ağustos,155.11,8,2010-08-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2010,Ağustos,184.43,8,2010-08-01
(Kişisel Ulaştırma Araçlarının İşletimi),2010,Ağustos,194.86,8,2010-08-01
(Kişisel Bakım),2010,Ağustos,142.57,8,2010-08-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2010,Ağustos,208.61,8,2010-08-01
(Alkollü İçecekler Ve Tütün),2010,Ağustos,294.86,8,2010-08-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2010,Ağustos,290.7,8,2010-08-01
(Orta Öğretim),2010,Ağustos,203.23,8,2010-08-01
(Okul Öncesi Eğitim Ve İlköğretim),2010,Ağustos,217.46,8,2010-08-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2010,Ağustos,74.14,8,2010-08-01
(Ev Ve Bahçe Araç Gereçleri),2010,Ağustos,170.77,8,2010-08-01
(Ev Bakım İçin Mal Ve Hizmetler),2010,Ağustos,137.6,8,2010-08-01
(Gerçek Kira),2010,Ağustos,264.5,8,2010-08-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2010,Ağustos,143.72,8,2010-08-01
(Ulaştırma Hizmetleri),2010,Ağustos,206.18,8,2010-08-01
(Gıda),2010,Ağustos,181.67,8,2010-08-01
(Giyim Ve Ayakkabı),2010,Ağustos,122.7,8,2010-08-01
"(Gazete, Kitap Ve Kırtasiye)",2010,Ağustos,210.14,8,2010-08-01
(Çeşitli Mal Ve Hizmetler),2010,Ağustos,189.03,8,2010-08-01
(Konutun Bakım Ve Onarımı),2010,Ağustos,153.6,8,2010-08-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2010,Ağustos,213.14,8,2010-08-01
Ölçüm bazında,2010,Ağustos,176.9,8,2010-08-01
(Yemek Hizmetleri),2010,Ağustos,227.24,8,2010-08-01
(Eğlence Ve Kültür Hizmetleri),2010,Ağustos,182.95,8,2010-08-01
(Giyim),2010,Ağustos,120.4,8,2010-08-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2010,Ağustos,166.57,8,2010-08-01
(Gıda Ve Alkolsüz İçecekler),2010,Ağustos,180.97,8,2010-08-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2010,Ağustos,183.21,8,2010-08-01
(Alkolsüz İçecekler),2010,Ağustos,169.67,8,2010-08-01
(Haberleşme),2010,Ağustos,110.97,8,2010-08-01
(Ulaştırma),2010,Ağustos,170.66,8,2010-08-01
(Sağlık),2010,Ağustos,127.39,8,2010-08-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2010,Ağustos,161.06,8,2010-08-01
(Araç Satın Alımı),2010,Ağustos,115.5,8,2010-08-01
(Ayakkabı),2010,Ağustos,128.14,8,2010-08-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2010,Eylül,143.42,9,2010-09-01
(Posta Hizmetleri),2010,Eylül,218.24,9,2010-09-01
"(Gazete, Kitap Ve Kırtasiye)",2010,Eylül,214.03,9,2010-09-01
(Konutun Bakım Ve Onarımı),2010,Eylül,154.06,9,2010-09-01
(Haberleşme),2010,Eylül,108.92,9,2010-09-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2010,Eylül,143.93,9,2010-09-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2010,Eylül,158.98,9,2010-09-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2010,Eylül,183.12,9,2010-09-01
"(Züccaciye, Yemek Takımı Ve Hanehalkı Aletleri)",2010,Eylül,161.61,9,2010-09-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2010,Eylül,186.31,9,2010-09-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2010,Eylül,213.3,9,2010-09-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2010,Eylül,209.3,9,2010-09-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2010,Eylül,166.59,9,2010-09-01
(Ev Aletleri),2010,Eylül,120.73,9,2010-09-01
(Alkolsüz İçecekler),2010,Eylül,170.43,9,2010-09-01
(Ayakta Tedavi Hizmetleri),2010,Eylül,155.14,9,2010-09-01
(Düzeyi Belirlenemeyen Eğitim Programları),2010,Eylül,154.34,9,2010-09-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2010,Eylül,230.6,9,2010-09-01
(Eğlence Ve Kültür Hizmetleri),2010,Eylül,188.26,9,2010-09-01
(Ayakkabı),2010,Eylül,131.11,9,2010-09-01
(Gıda Ve Alkolsüz İçecekler),2010,Eylül,189.51,9,2010-09-01
(Ev İçi Tekstil),2010,Eylül,134.56,9,2010-09-01
(Alkollü İçecekler Ve Tütün),2010,Eylül,291.62,9,2010-09-01
(Sosyal Hizmetler),2010,Eylül,210.91,9,2010-09-01
(Telefon Ve Telefaks Hizmetleri),2010,Eylül,118.58,9,2010-09-01
(Sigorta),2010,Eylül,176.39,9,2010-09-01
Ölçüm bazında,2010,Eylül,179.07,9,2010-09-01
(Lokanta Ve Oteller),2010,Eylül,232.29,9,2010-09-01
(Yataklı Tedavi Hizmetleri),2010,Eylül,173.16,9,2010-09-01
(Ulaştırma Hizmetleri),2010,Eylül,206.89,9,2010-09-01
(Gıda),2010,Eylül,190.8,9,2010-09-01
(Üniversite Eğitimi),2010,Eylül,198.75,9,2010-09-01
(Tütün),2010,Eylül,294.92,9,2010-09-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2010,Eylül,299.75,9,2010-09-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2010,Eylül,94.66,9,2010-09-01
(Ev Ve Bahçe Araç Gereçleri),2010,Eylül,171.87,9,2010-09-01
(Kişisel Ulaştırma Araçlarının İşletimi),2010,Eylül,196.27,9,2010-09-01
"(Elektrik, Gaz Ve Diğer Yakıtlar)",2010,Eylül,203.0,9,2010-09-01
(Sağlık),2010,Eylül,127.6,9,2010-09-01
(Telefon Ve Telefaks Ekipmanı),2010,Eylül,44.98,9,2010-09-01
(Ev Bakım İçin Mal Ve Hizmetler),2010,Eylül,137.73,9,2010-09-01
(Konaklama Hizmetleri),2010,Eylül,216.69,9,2010-09-01
(Gerçek Kira),2010,Eylül,265.7,9,2010-09-01
(Yemek Hizmetleri),2010,Eylül,228.97,9,2010-09-01
(Giyim Ve Ayakkabı),2010,Eylül,119.99,9,2010-09-01
(Araç Satın Alımı),2010,Eylül,114.82,9,2010-09-01
(Kişisel Bakım),2010,Eylül,143.27,9,2010-09-01
(Alkollü İçecekler),2010,Eylül,229.04,9,2010-09-01
(Çeşitli Mal Ve Hizmetler),2010,Eylül,191.35,9,2010-09-01
"(Görsel-İşitsel Sistemle (Audıo-Vısual), Fotoğrafla Ve Veri İşlemle İle İlgili Ekipman)",2010,Eylül,73.41,9,2010-09-01
(Paket Turlar),2010,Eylül,188.95,9,2010-09-01
(Orta Öğretim),2010,Eylül,204.81,9,2010-09-01
(Ulaştırma),2010,Eylül,170.86,9,2010-09-01
(Eğitim),2010,Eylül,189.52,9,2010-09-01
(Eğlence Ve Kültür),2010,Eylül,146.8,9,2010-09-01
(Okul Öncesi Eğitim Ve İlköğretim),2010,Eylül,218.42,9,2010-09-01
(Giyim),2010,Eylül,116.19,9,2010-09-01
(Yataklı Tedavi Hizmetleri),2010,Ekim,173.21,10,2010-10-01
(Araç Satın Alımı),2010,Ekim,115.23,10,2010-10-01
"(Konut, Su, Elektrik, Gaz Ve Diğer Yakıtlar)",2010,Ekim,209.69,10,2010-10-01
(Su (Şebeke Suyu) Ve Konutla İlgili Çeşitli Hizmetler),2010,Ekim,183.37,10,2010-10-01
(Diğer Temel Dayanıklı Eğlence Ve Kültür Araçları),2010,Ekim,144.7,10,2010-10-01
(Tütün),2010,Ekim,291.52,10,2010-10-01
(Okul Öncesi Eğitim Ve İlköğretim),2010,Ekim,217.77,10,2010-10-01
(Eğitim),2010,Ekim,189.69,10,2010-10-01
(Giyim Ve Ayakkabı),2010,Ekim,129.15,10,2010-10-01
(Gerçek Kira),2010,Ekim,266.77,10,2010-10-01
(Ev Bakım İçin Mal Ve Hizmetler),2010,Ekim,138.42,10,2010-10-01
(Eğlence Ve Kültür Hizmetleri),2010,Ekim,188.03,10,2010-10-01
(Ulaştırma),2010,Ekim,171.52,10,2010-10-01
(Başka Yerde Sınıflandırılmayan Diğer Hizmetler),2010,Ekim,213.34,10,2010-10-01
(Haberleşme),2010,Ekim,108.23,10,2010-10-01
(Başka Yerde Sınıflandırılamayan Kişisel Bakım Ürünleri),2010,Ekim,304.38,10,2010-10-01
"(Diğer Eğlence Araçları Ve Malzemeleri, Bahçe Ve Evcil Hayvanlara İlişkin Ürünler, Hizmetler)",2010,Ekim,186.0,10,2010-10-01
(Alkollü İçecekler Ve Tütün),2010,Ekim,288.4,10,2010-10-01
(Lokanta Ve Oteller),2010,Ekim,234.8,10,2010-10-01
(Orta Öğretim Sonrası Ve Üniversite Öncesi Eğitim),2010,Ekim,166.88,10,2010-10-01
(Konutun Bakım Ve Onarımı),2010,Ekim,154.5,10,2010-10-01
(Ev Ve Bahçe Araç Gereçleri),2010,Ekim,173.29,10,2010-10-01
(Posta Hizmetleri),2010,Ekim,218.24,10,2010-10-01
(Yemek Hizmetleri),2010,Ekim,231.57,10,2010-10-01
(Orta Öğretim),2010,Ekim,204.92,10,2010-10-01
(Başka Yerde Sınıflandırılmayan Mali Hizmetler),2010,Ekim,230.6,10,2010-10-01
(Düzeyi Belirlenemeyen Eğitim Programları),2010,Ekim,155.99,10,2010-10-01
(Ayakta Tedavi Hizmetleri),2010,Ekim,155.22,10,2010-10-01
(Gıda Ve Alkolsüz İçecekler),2010,Ekim,198.08,10,2010-10-01
(Alkolsüz İçecekler),2010,Ekim,171.23,10,2010-10-01
"(Mobilya, Ev Aletleri Ve Ev Bakım Hizmetleri)",2010,Ekim,143.25,10,2010-10-01
(Konaklama Hizmetleri),2010,Ekim,217.64,10,2010-10-01
(Kişisel Ulaştırma Araçlarının İşletimi),2010,Ekim,197.06,10,2010-10-01
(Ev İçi Tekstil),2010,Ekim,137.05,10,2010-10-01
"(Gazete, Kitap Ve Kırtasiye)",2010,Ekim,210.03,10,2010-10-01
(Telefon Ve Telefaks Hizmetleri),2010,Ekim,118.0,10,2010-10-01
(Eğlence Ve Kültür),2010,Ekim,145.12,10,2010-10-01
(Üniversite Eğitimi),2010,Ekim,198.75,10,2010-10-01
(Giyim),2010,Ekim,125.01,10,2010-10-01
(Sigorta),2010,Ekim,175.94,10,2010-10-01
"(Mobilya, Mefruşat, Halı Ve Diğer Yer Döşemeleri)",2010,Ekim,158.0,10,2010-10-01
"(Tıbbi Ürünler, Aletler Ve Malzemeler)",2010,Ekim,94.94,10,2010-10-01
